;Dataset;Model;Filters;Baseline value;Predicted ROC-AUC;Ratio [%]
719;clintox;GradientBoostingClassifier;"LINTFilter;RuleOfXuFilter";94.5433;-0.1542;99.8369
625;clintox;GradientBoostingClassifier;"GlaxoFilter;NIHFilter";94.5433;-0.2135;99.7742
624;clintox;GradientBoostingClassifier;"GlaxoFilter;NIBRFilter";94.5433;-0.2372;99.7491
699;clintox;GradientBoostingClassifier;"InpharmaticaFilter;RuleOfXuFilter";94.5433;-0.2847;99.6989
488;clintox;GradientBoostingClassifier;"BMSFilter;GlaxoFilter";94.5433;-0.3796;99.5985
463;clintox;GradientBoostingClassifier;"BeyondRo5Filter;LINTFilter";94.5433;-0.4508;99.5232
766;clintox;GradientBoostingClassifier;"MolecularWeightFilter;PAINSFilter";94.5433;-0.5694;99.3977
635;clintox;GradientBoostingClassifier;"GlaxoFilter;SureChEMBLFilter";94.5433;-0.5931;99.3726
477;clintox;GradientBoostingClassifier;"BeyondRo5Filter;RuleOfXuFilter";94.5433;-0.6168;99.3476
773;clintox;GradientBoostingClassifier;"MolecularWeightFilter;RuleOfXuFilter";94.5433;-0.7117;99.2472
470;clintox;GradientBoostingClassifier;"BeyondRo5Filter;PAINSFilter";94.5433;-0.7355;99.2221
468;clintox;GradientBoostingClassifier;"BeyondRo5Filter;NIHFilter";94.5433;-0.7355;99.2221
482;clintox;GradientBoostingClassifier;"BeyondRo5Filter;ZINCBasicFilter";94.5433;-0.7355;99.2221
692;clintox;GradientBoostingClassifier;"InpharmaticaFilter;PAINSFilter";94.5433;-0.8541;99.0966
743;clintox;GradientBoostingClassifier;"LipinskiFilter;ZINCBasicFilter";94.5433;-0.8778;99.0715
778;clintox;GradientBoostingClassifier;"MolecularWeightFilter;ZINCBasicFilter";94.5433;-0.949;98.9962
464;clintox;GradientBoostingClassifier;"BeyondRo5Filter;LipinskiFilter";94.5433;-0.9727;98.9711
704;clintox;GradientBoostingClassifier;"InpharmaticaFilter;ZINCBasicFilter";94.5433;-0.9964;98.946
497;clintox;GradientBoostingClassifier;"BMSFilter;NIHFilter";94.5433;-1.0202;98.921
478;clintox;GradientBoostingClassifier;"BeyondRo5Filter;SureChEMBLFilter";94.5433;-1.0676;98.8708
764;clintox;GradientBoostingClassifier;"MolecularWeightFilter;NIHFilter";94.5433;-1.0913;98.8457
690;clintox;GradientBoostingClassifier;"InpharmaticaFilter;NIHFilter";94.5433;-1.2337;98.6951
728;clintox;GradientBoostingClassifier;"LipinskiFilter;NIBRFilter";94.5433;-1.2693;98.6575
706;clintox;GradientBoostingClassifier;"LINTFilter;LipinskiFilter";94.5433;-1.3049;98.6198
738;clintox;GradientBoostingClassifier;"LipinskiFilter;RuleOfXuFilter";94.5433;-1.4472;98.4693
495;clintox;GradientBoostingClassifier;"BMSFilter;MolecularWeightFilter";94.5433;-1.554;98.3563
720;clintox;GradientBoostingClassifier;"LINTFilter;SureChEMBLFilter";94.5433;-1.5658;98.3438
689;clintox;GradientBoostingClassifier;"InpharmaticaFilter;NIBRFilter";94.5433;-1.6489;98.256
491;clintox;GradientBoostingClassifier;"BMSFilter;InpharmaticaFilter";94.5433;-1.7319;98.1681
493;clintox;GradientBoostingClassifier;"BMSFilter;LipinskiFilter";94.5433;-1.8031;98.0928
772;clintox;GradientBoostingClassifier;"MolecularWeightFilter;RuleOfVeberFilter";94.5433;-1.8031;98.0928
727;clintox;GradientBoostingClassifier;"LipinskiFilter;MolecularWeightFilter";94.5433;-1.8268;98.0678
737;clintox;GradientBoostingClassifier;"LipinskiFilter;RuleOfVeberFilter";94.5433;-1.9573;97.9297
700;clintox;GradientBoostingClassifier;"InpharmaticaFilter;SureChEMBLFilter";94.5433;-2.0285;97.8545
686;clintox;GradientBoostingClassifier;"InpharmaticaFilter;LipinskiFilter";94.5433;-2.1352;97.7415
718;clintox;GradientBoostingClassifier;"LINTFilter;RuleOfVeberFilter";94.5433;-2.159;97.7164
523;clintox;GradientBoostingClassifier;"BrenkFilter;MolecularWeightFilter";94.5433;-2.1708;97.7039
698;clintox;GradientBoostingClassifier;"InpharmaticaFilter;RuleOfVeberFilter";94.5433;-2.2301;97.6412
527;clintox;GradientBoostingClassifier;"BrenkFilter;PAINSFilter";94.5433;-2.242;97.6286
709;clintox;GradientBoostingClassifier;"LINTFilter;NIBRFilter";94.5433;-2.2776;97.591
505;clintox;GradientBoostingClassifier;"BMSFilter;RuleOfVeberFilter";94.5433;-2.3132;97.5533
496;clintox;GradientBoostingClassifier;"BMSFilter;NIBRFilter";94.5433;-2.325;97.5408
729;clintox;GradientBoostingClassifier;"LipinskiFilter;NIHFilter";94.5433;-2.3962;97.4655
714;clintox;GradientBoostingClassifier;"LINTFilter;REOSFilter";94.5433;-2.6572;97.1895
731;clintox;GradientBoostingClassifier;"LipinskiFilter;PAINSFilter";94.5433;-2.6572;97.1895
501;clintox;GradientBoostingClassifier;"BMSFilter;REOSFilter";94.5433;-2.7402;97.1016
724;clintox;GradientBoostingClassifier;"LINTFilter;ZINCBasicFilter";94.5433;-2.7758;97.064
756;clintox;GradientBoostingClassifier;"MLSMRFilter;RuleOfXuFilter";94.5433;-2.8114;97.0263
534;clintox;GradientBoostingClassifier;"BrenkFilter;RuleOfXuFilter";94.5433;-2.9656;96.8632
533;clintox;GradientBoostingClassifier;"BrenkFilter;RuleOfVeberFilter";94.5433;-3.2503;96.5621
511;clintox;GradientBoostingClassifier;"BMSFilter;ZINCBasicFilter";94.5433;-3.3215;96.4868
173;clintox;LogisticRegression;"GlaxoFilter;PAINSFilter";91.032;0.1898;100.2085
181;clintox;LogisticRegression;"GlaxoFilter;SureChEMBLFilter";91.032;0.1186;100.1303
739;clintox;GradientBoostingClassifier;"LipinskiFilter;SureChEMBLFilter";94.5433;-3.452;96.3488
455;clintox;GradientBoostingClassifier;"BeyondRo5Filter;BrenkFilter";94.5433;-3.4875;96.3112
539;clintox;GradientBoostingClassifier;"BrenkFilter;ZINCBasicFilter";94.5433;-3.5113;96.2861
525;clintox;GradientBoostingClassifier;"BrenkFilter;NIHFilter";94.5433;-3.535;96.261
484;clintox;GradientBoostingClassifier;"BMSFilter;BrenkFilter";94.5433;-3.7248;96.0602
169;clintox;LogisticRegression;"GlaxoFilter;MolecularWeightFilter";91.032;-0.3321;99.6351
707;clintox;GradientBoostingClassifier;"LINTFilter;MLSMRFilter";94.5433;-4.0451;95.7215
768;clintox;GradientBoostingClassifier;"MolecularWeightFilter;REOSFilter";94.5433;-4.1756;95.5834
516;clintox;GradientBoostingClassifier;"BrenkFilter;GlaxoFilter";94.5433;-4.1874;95.5709
521;clintox;GradientBoostingClassifier;"BrenkFilter;LipinskiFilter";94.5433;-4.2942;95.458
507;clintox;GradientBoostingClassifier;"BMSFilter;SureChEMBLFilter";94.5433;-4.3298;95.4203
711;clintox;GradientBoostingClassifier;"LINTFilter;OpreaFilter";94.5433;-4.5789;95.1568
433;clintox;LogisticRegression;"RuleOfXuFilter;SureChEMBLFilter";91.032;-1.2574;98.6187
519;clintox;GradientBoostingClassifier;"BrenkFilter;InpharmaticaFilter";94.5433;-4.7924;94.931
472;clintox;GradientBoostingClassifier;"BeyondRo5Filter;REOSFilter";94.5433;-4.8043;94.9184
757;clintox;GradientBoostingClassifier;"MLSMRFilter;SureChEMBLFilter";94.5433;-4.828;94.8934
745;clintox;GradientBoostingClassifier;"MLSMRFilter;MolecularWeightFilter";94.5433;-4.8754;94.8432
755;clintox;GradientBoostingClassifier;"MLSMRFilter;RuleOfVeberFilter";94.5433;-4.9348;94.7804
284;clintox;LogisticRegression;"LipinskiFilter;RuleOfXuFilter";91.032;-1.5184;98.332
319;clintox;LogisticRegression;"MolecularWeightFilter;RuleOfXuFilter";91.032;-1.5184;98.332
520;clintox;GradientBoostingClassifier;"BrenkFilter;LINTFilter";94.5433;-5.0415;94.6675
5;clintox;LogisticRegression;"BeyondRo5Filter;GlaxoFilter";91.032;-1.5421;98.306
733;clintox;GradientBoostingClassifier;"LipinskiFilter;REOSFilter";94.5433;-5.1364;94.5671
661;clintox;GradientBoostingClassifier;"GSKFilter;ZINCBasicFilter";94.5433;-5.1364;94.5671
597;clintox;GradientBoostingClassifier;"GhoseFilter;LINTFilter";94.5433;-5.1364;94.5671
509;clintox;GradientBoostingClassifier;"BMSFilter;TiceInsecticidesFilter";94.5433;-5.2788;94.4166
722;clintox;GradientBoostingClassifier;"LINTFilter;TiceInsecticidesFilter";94.5433;-5.3381;94.3538
776;clintox;GradientBoostingClassifier;"MolecularWeightFilter;TiceInsecticidesFilter";94.5433;-5.3499;94.3413
535;clintox;GradientBoostingClassifier;"BrenkFilter;SureChEMBLFilter";94.5433;-5.4804;94.2033
702;clintox;GradientBoostingClassifier;"InpharmaticaFilter;TiceInsecticidesFilter";94.5433;-5.5042;94.1782
617;clintox;GradientBoostingClassifier;"GlaxoFilter;GSKFilter";94.5433;-5.5397;94.1405
647;clintox;GradientBoostingClassifier;"GSKFilter;NIBRFilter";94.5433;-5.6228;94.0527
480;clintox;GradientBoostingClassifier;"BeyondRo5Filter;TiceInsecticidesFilter";94.5433;-5.7177;93.9523
12;clintox;LogisticRegression;"BeyondRo5Filter;MolecularWeightFilter";91.032;-2.2301;97.5502
746;clintox;GradientBoostingClassifier;"MLSMRFilter;NIBRFilter";94.5433;-5.7888;93.877
170;clintox;LogisticRegression;"GlaxoFilter;NIBRFilter";91.032;-2.2776;97.498
747;clintox;GradientBoostingClassifier;"MLSMRFilter;NIHFilter";94.5433;-5.8007;93.8645
378;clintox;LogisticRegression;"PAINSFilter;SureChEMBLFilter";91.032;-2.3013;97.472
45;clintox;LogisticRegression;"BMSFilter;PAINSFilter";91.032;-2.4437;97.3156
343;clintox;LogisticRegression;"NIHFilter;PAINSFilter";91.032;-2.4437;97.3156
629;clintox;GradientBoostingClassifier;"GlaxoFilter;REOSFilter";94.5433;-5.9668;93.6888
180;clintox;LogisticRegression;"GlaxoFilter;RuleOfXuFilter";91.032;-2.5623;97.1853
721;clintox;GradientBoostingClassifier;"LINTFilter;TiceHerbicidesFilter";94.5433;-6.1329;93.5132
312;clintox;LogisticRegression;"MolecularWeightFilter;PAINSFilter";91.032;-2.6335;97.1071
23;clintox;LogisticRegression;"BeyondRo5Filter;RuleOfXuFilter";91.032;-2.6335;97.1071
726;clintox;GradientBoostingClassifier;"LipinskiFilter;MLSMRFilter";94.5433;-6.2278;93.4128
749;clintox;GradientBoostingClassifier;"MLSMRFilter;PAINSFilter";94.5433;-6.3464;93.2873
777;clintox;GradientBoostingClassifier;"MolecularWeightFilter;ValenceDiscoveryFilter";94.5433;-6.382;93.2497
309;clintox;LogisticRegression;"MolecularWeightFilter;NIBRFilter";91.032;-2.8944;96.8204
43;clintox;LogisticRegression;"BMSFilter;NIHFilter";91.032;-2.8944;96.8204
310;clintox;LogisticRegression;"MolecularWeightFilter;NIHFilter";91.032;-2.9181;96.7944
41;clintox;LogisticRegression;"BMSFilter;MolecularWeightFilter";91.032;-2.9181;96.7944
437;clintox;LogisticRegression;"RuleOfXuFilter;ZINCBasicFilter";91.032;-3.0842;96.6119
740;clintox;GradientBoostingClassifier;"LipinskiFilter;TiceHerbicidesFilter";94.5433;-6.6548;92.9611
494;clintox;GradientBoostingClassifier;"BMSFilter;MLSMRFilter";94.5433;-6.6785;92.936
767;clintox;GradientBoostingClassifier;"MolecularWeightFilter;PfizerFilter";94.5433;-6.7497;92.8607
668;clintox;GradientBoostingClassifier;"HaoFilter;NIBRFilter";94.5433;-6.7497;92.8607
479;clintox;GradientBoostingClassifier;"BeyondRo5Filter;TiceHerbicidesFilter";94.5433;-6.7616;92.8482
320;clintox;LogisticRegression;"MolecularWeightFilter;SureChEMBLFilter";91.032;-3.4164;96.2471
775;clintox;GradientBoostingClassifier;"MolecularWeightFilter;TiceHerbicidesFilter";94.5433;-6.987;92.6098
426;clintox;LogisticRegression;"RuleOfVeberFilter;RuleOfXuFilter";91.032;-3.4875;96.1689
328;clintox;LogisticRegression;"NIBRFilter;PAINSFilter";91.032;-3.535;96.1168
638;clintox;GradientBoostingClassifier;"GlaxoFilter;ValenceDiscoveryFilter";94.5433;-7.07;92.522
377;clintox;LogisticRegression;"PAINSFilter;RuleOfXuFilter";91.032;-3.6062;96.0386
13;clintox;LogisticRegression;"BeyondRo5Filter;NIBRFilter";91.032;-3.6773;95.9604
742;clintox;GradientBoostingClassifier;"LipinskiFilter;ValenceDiscoveryFilter";94.5433;-7.2716;92.3087
694;clintox;GradientBoostingClassifier;"InpharmaticaFilter;REOSFilter";94.5433;-7.3547;92.2208
751;clintox;GradientBoostingClassifier;"MLSMRFilter;REOSFilter";94.5433;-7.4259;92.1455
171;clintox;LogisticRegression;"GlaxoFilter;NIHFilter";91.032;-3.9383;95.6737
34;clintox;LogisticRegression;"BMSFilter;GlaxoFilter";91.032;-3.9383;95.6737
761;clintox;GradientBoostingClassifier;"MLSMRFilter;ZINCBasicFilter";94.5433;-7.6157;91.9448
622;clintox;GradientBoostingClassifier;"GlaxoFilter;MLSMRFilter";94.5433;-7.6275;91.9322
460;clintox;GradientBoostingClassifier;"BeyondRo5Filter;GSKFilter";94.5433;-7.758;91.7942
258;clintox;LogisticRegression;"LINTFilter;PAINSFilter";91.032;-4.2467;95.3349
529;clintox;GradientBoostingClassifier;"BrenkFilter;REOSFilter";94.5433;-7.7817;91.7691
167;clintox;LogisticRegression;"GlaxoFilter;LipinskiFilter";91.032;-4.3179;95.2567
481;clintox;GradientBoostingClassifier;"BeyondRo5Filter;ValenceDiscoveryFilter";94.5433;-7.841;91.7064
335;clintox;LogisticRegression;"NIBRFilter;RuleOfXuFilter";91.032;-4.3654;95.2046
524;clintox;GradientBoostingClassifier;"BrenkFilter;NIBRFilter";94.5433;-7.8885;91.6562
24;clintox;LogisticRegression;"BeyondRo5Filter;SureChEMBLFilter";91.032;-4.5552;94.9961
741;clintox;GradientBoostingClassifier;"LipinskiFilter;TiceInsecticidesFilter";94.5433;-8.1257;91.4053
350;clintox;LogisticRegression;"NIHFilter;RuleOfXuFilter";91.032;-4.6263;94.9179
52;clintox;LogisticRegression;"BMSFilter;RuleOfXuFilter";91.032;-4.6263;94.9179
165;clintox;LogisticRegression;"GlaxoFilter;InpharmaticaFilter";91.032;-4.6501;94.8918
655;clintox;GradientBoostingClassifier;"GSKFilter;RuleOfVeberFilter";94.5433;-8.2562;91.2673
265;clintox;LogisticRegression;"LINTFilter;RuleOfXuFilter";91.032;-4.7924;94.7355
16;clintox;LogisticRegression;"BeyondRo5Filter;PAINSFilter";91.032;-4.8161;94.7094
642;clintox;GradientBoostingClassifier;"GSKFilter;InpharmaticaFilter";94.5433;-8.363;91.1543
62;clintox;LogisticRegression;"BrenkFilter;GlaxoFilter";91.032;-4.8636;94.6573
656;clintox;GradientBoostingClassifier;"GSKFilter;RuleOfXuFilter";94.5433;-8.4698;91.0414
465;clintox;GradientBoostingClassifier;"BeyondRo5Filter;MLSMRFilter";94.5433;-8.4816;91.0289
336;clintox;LogisticRegression;"NIBRFilter;SureChEMBLFilter";91.032;-5.0297;94.4749
636;clintox;GradientBoostingClassifier;"GlaxoFilter;TiceHerbicidesFilter";94.5433;-8.5528;90.9536
351;clintox;LogisticRegression;"NIHFilter;SureChEMBLFilter";91.032;-5.0534;94.4488
53;clintox;LogisticRegression;"BMSFilter;SureChEMBLFilter";91.032;-5.0534;94.4488
81;clintox;LogisticRegression;"BrenkFilter;SureChEMBLFilter";91.032;-5.1246;94.3706
637;clintox;GradientBoostingClassifier;"GlaxoFilter;TiceInsecticidesFilter";94.5433;-8.6833;90.8156
185;clintox;LogisticRegression;"GlaxoFilter;ZINCBasicFilter";91.032;-5.172;94.3185
723;clintox;GradientBoostingClassifier;"LINTFilter;ValenceDiscoveryFilter";94.5433;-8.707;90.7905
71;clintox;LogisticRegression;"BrenkFilter;NIHFilter";91.032;-5.2195;94.2664
30;clintox;LogisticRegression;"BMSFilter;BrenkFilter";91.032;-5.2195;94.2664
508;clintox;GradientBoostingClassifier;"BMSFilter;TiceHerbicidesFilter";94.5433;-8.7663;90.7277
38;clintox;LogisticRegression;"BMSFilter;LINTFilter";91.032;-5.2906;94.1882
256;clintox;LogisticRegression;"LINTFilter;NIHFilter";91.032;-5.2906;94.1882
255;clintox;LogisticRegression;"LINTFilter;NIBRFilter";91.032;-5.3144;94.1621
69;clintox;LogisticRegression;"BrenkFilter;MolecularWeightFilter";91.032;-5.3144;94.1621
238;clintox;LogisticRegression;"InpharmaticaFilter;PAINSFilter";91.032;-5.5279;93.9275
0;clintox;LogisticRegression;"BeyondRo5Filter;BMSFilter";91.032;-5.5516;93.9015
14;clintox;LogisticRegression;"BeyondRo5Filter;NIHFilter";91.032;-5.5516;93.9015
246;clintox;LogisticRegression;"InpharmaticaFilter;SureChEMBLFilter";91.032;-5.6465;93.7972
254;clintox;LogisticRegression;"LINTFilter;MolecularWeightFilter";91.032;-5.6702;93.7712
644;clintox;GradientBoostingClassifier;"GSKFilter;LipinskiFilter";94.5433;-9.1815;90.2886
70;clintox;LogisticRegression;"BrenkFilter;NIBRFilter";91.032;-5.6702;93.7712
324;clintox;LogisticRegression;"MolecularWeightFilter;ZINCBasicFilter";91.032;-5.7651;93.6669
166;clintox;LogisticRegression;"GlaxoFilter;LINTFilter";91.032;-5.8126;93.6148
1;clintox;LogisticRegression;"BeyondRo5Filter;BrenkFilter";91.032;-5.9786;93.4324
703;clintox;GradientBoostingClassifier;"InpharmaticaFilter;ValenceDiscoveryFilter";94.5433;-9.5611;89.8871
273;clintox;LogisticRegression;"LipinskiFilter;MolecularWeightFilter";91.032;-6.1447;93.2499
687;clintox;GradientBoostingClassifier;"InpharmaticaFilter;MLSMRFilter";94.5433;-9.6797;89.7616
442;clintox;LogisticRegression;"SureChEMBLFilter;ZINCBasicFilter";91.032;-6.2396;93.1457
9;clintox;LogisticRegression;"BeyondRo5Filter;LINTFilter";91.032;-6.2633;93.1196
80;clintox;LogisticRegression;"BrenkFilter;RuleOfXuFilter";91.032;-6.2871;93.0936
234;clintox;LogisticRegression;"InpharmaticaFilter;MolecularWeightFilter";91.032;-6.2871;93.0936
671;clintox;GradientBoostingClassifier;"HaoFilter;PAINSFilter";94.5433;-9.8577;89.5734
701;clintox;GradientBoostingClassifier;"InpharmaticaFilter;TiceHerbicidesFilter";94.5433;-9.8814;89.5483
646;clintox;GradientBoostingClassifier;"GSKFilter;MolecularWeightFilter";94.5433;-9.9051;89.5232
73;clintox;LogisticRegression;"BrenkFilter;PAINSFilter";91.032;-6.4057;92.9633
650;clintox;GradientBoostingClassifier;"GSKFilter;PAINSFilter";94.5433;-10.0237;89.3977
28;clintox;LogisticRegression;"BeyondRo5Filter;ZINCBasicFilter";91.032;-6.5955;92.7548
179;clintox;LogisticRegression;"GlaxoFilter;RuleOfVeberFilter";91.032;-6.5955;92.7548
42;clintox;LogisticRegression;"BMSFilter;NIBRFilter";91.032;-6.7378;92.5984
326;clintox;LogisticRegression;"NIBRFilter;NIHFilter";91.032;-6.7378;92.5984
289;clintox;LogisticRegression;"LipinskiFilter;ZINCBasicFilter";91.032;-6.809;92.5202
285;clintox;LogisticRegression;"LipinskiFilter;SureChEMBLFilter";91.032;-6.809;92.5202
667;clintox;GradientBoostingClassifier;"HaoFilter;MolecularWeightFilter";94.5433;-10.4033;88.9962
435;clintox;LogisticRegression;"RuleOfXuFilter;TiceInsecticidesFilter";91.032;-6.9039;92.4159
510;clintox;GradientBoostingClassifier;"BMSFilter;ValenceDiscoveryFilter";94.5433;-10.427;88.9711
665;clintox;GradientBoostingClassifier;"HaoFilter;LipinskiFilter";94.5433;-10.4508;88.946
313;clintox;LogisticRegression;"MolecularWeightFilter;PfizerFilter";91.032;-6.9514;92.3638
268;clintox;LogisticRegression;"LINTFilter;TiceInsecticidesFilter";91.032;-6.9988;92.3117
683;clintox;GradientBoostingClassifier;"HaoFilter;ZINCBasicFilter";94.5433;-10.5219;88.8708
658;clintox;GradientBoostingClassifier;"GSKFilter;TiceHerbicidesFilter";94.5433;-10.5338;88.8582
10;clintox;LogisticRegression;"BeyondRo5Filter;LipinskiFilter";91.032;-7.1412;92.1553
65;clintox;LogisticRegression;"BrenkFilter;InpharmaticaFilter";91.032;-7.1649;92.1293
643;clintox;GradientBoostingClassifier;"GSKFilter;LINTFilter";94.5433;-10.688;88.6951
270;clintox;LogisticRegression;"LINTFilter;ZINCBasicFilter";91.032;-7.1886;92.1032
245;clintox;LogisticRegression;"InpharmaticaFilter;RuleOfXuFilter";91.032;-7.2361;92.0511
664;clintox;GradientBoostingClassifier;"HaoFilter;LINTFilter";94.5433;-10.7711;88.6073
471;clintox;GradientBoostingClassifier;"BeyondRo5Filter;PfizerFilter";94.5433;-10.7948;88.5822
8;clintox;LogisticRegression;"BeyondRo5Filter;InpharmaticaFilter";91.032;-7.3072;91.9729
693;clintox;GradientBoostingClassifier;"InpharmaticaFilter;PfizerFilter";94.5433;-10.8541;88.5194
274;clintox;LogisticRegression;"LipinskiFilter;NIBRFilter";91.032;-7.3547;91.9208
500;clintox;GradientBoostingClassifier;"BMSFilter;PfizerFilter";94.5433;-10.866;88.5069
172;clintox;LogisticRegression;"GlaxoFilter;OpreaFilter";91.032;-7.3784;91.8947
283;clintox;LogisticRegression;"LipinskiFilter;RuleOfVeberFilter";91.032;-7.4021;91.8686
369;clintox;LogisticRegression;"OpreaFilter;ZINCBasicFilter";91.032;-7.4259;91.8426
732;clintox;GradientBoostingClassifier;"LipinskiFilter;PfizerFilter";94.5433;-11.0202;88.3438
677;clintox;GradientBoostingClassifier;"HaoFilter;RuleOfVeberFilter";94.5433;-11.0795;88.2811
202;clintox;LogisticRegression;"GSKFilter;RuleOfXuFilter";91.032;-7.6394;91.608
15;clintox;LogisticRegression;"BeyondRo5Filter;OpreaFilter";91.032;-7.6868;91.5559
371;clintox;LogisticRegression;"PAINSFilter;PfizerFilter";91.032;-7.7106;91.5298
618;clintox;GradientBoostingClassifier;"GlaxoFilter;HaoFilter";94.5433;-11.2337;88.1179
340;clintox;LogisticRegression;"NIBRFilter;ZINCBasicFilter";91.032;-7.758;91.4777
264;clintox;LogisticRegression;"LINTFilter;RuleOfVeberFilter";91.032;-7.8055;91.4256
224;clintox;LogisticRegression;"HaoFilter;RuleOfXuFilter";91.032;-7.8292;91.3995
257;clintox;LogisticRegression;"LINTFilter;OpreaFilter";91.032;-7.8529;91.3735
663;clintox;GradientBoostingClassifier;"HaoFilter;InpharmaticaFilter";94.5433;-11.3642;87.9799
277;clintox;LogisticRegression;"LipinskiFilter;PAINSFilter";91.032;-7.8529;91.3735
669;clintox;GradientBoostingClassifier;"HaoFilter;NIHFilter";94.5433;-11.376;87.9674
391;clintox;LogisticRegression;"PfizerFilter;ZINCBasicFilter";91.032;-7.8766;91.3474
363;clintox;LogisticRegression;"OpreaFilter;RuleOfVeberFilter";91.032;-7.9478;91.2692
364;clintox;LogisticRegression;"OpreaFilter;RuleOfXuFilter";91.032;-7.9953;91.2171
311;clintox;LogisticRegression;"MolecularWeightFilter;OpreaFilter";91.032;-7.9953;91.2171
163;clintox;LogisticRegression;"GlaxoFilter;GSKFilter";91.032;-8.019;91.191
183;clintox;LogisticRegression;"GlaxoFilter;TiceInsecticidesFilter";91.032;-8.019;91.191
252;clintox;LogisticRegression;"LINTFilter;LipinskiFilter";91.032;-8.0427;91.165
276;clintox;LogisticRegression;"LipinskiFilter;OpreaFilter";91.032;-8.0664;91.1389
396;clintox;LogisticRegression;"REOSFilter;RuleOfXuFilter";91.032;-8.0902;91.1128
648;clintox;GradientBoostingClassifier;"GSKFilter;NIHFilter";94.5433;-11.6251;87.7039
174;clintox;LogisticRegression;"GlaxoFilter;PfizerFilter";91.032;-8.1376;91.0607
651;clintox;GradientBoostingClassifier;"GSKFilter;PfizerFilter";94.5433;-11.6845;87.6412
57;clintox;LogisticRegression;"BMSFilter;ZINCBasicFilter";91.032;-8.2325;90.9565
355;clintox;LogisticRegression;"NIHFilter;ZINCBasicFilter";91.032;-8.2325;90.9565
489;clintox;GradientBoostingClassifier;"BMSFilter;GSKFilter";94.5433;-11.7912;87.5282
334;clintox;LogisticRegression;"NIBRFilter;RuleOfVeberFilter";91.032;-8.28;90.9044
382;clintox;LogisticRegression;"PAINSFilter;ZINCBasicFilter";91.032;-8.3037;90.8783
357;clintox;LogisticRegression;"OpreaFilter;PAINSFilter";91.032;-8.3037;90.8783
652;clintox;GradientBoostingClassifier;"GSKFilter;REOSFilter";94.5433;-11.9217;87.3902
44;clintox;LogisticRegression;"BMSFilter;OpreaFilter";91.032;-8.5647;90.5916
342;clintox;LogisticRegression;"NIHFilter;OpreaFilter";91.032;-8.5647;90.5916
598;clintox;GradientBoostingClassifier;"GhoseFilter;LipinskiFilter";94.5433;-12.242;87.0514
318;clintox;LogisticRegression;"MolecularWeightFilter;RuleOfVeberFilter";91.032;-8.8493;90.2789
287;clintox;LogisticRegression;"LipinskiFilter;TiceInsecticidesFilter";91.032;-8.9442;90.1746
26;clintox;LogisticRegression;"BeyondRo5Filter;TiceInsecticidesFilter";91.032;-8.9442;90.1746
